,fit_time,score_time,test_accuracy,train_accuracy,test_precision,train_precision,test_recall,train_recall,test_f1,train_f1
0,0.015944957733154297,0.006975889205932617,0.95,1.0,0.875,1.0,1.0,1.0,0.9333333333333333,1.0
1,0.012956380844116211,0.006983041763305664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.010964393615722656,0.006975412368774414,0.95,1.0,0.875,1.0,1.0,1.0,0.9333333333333333,1.0
3,0.011960029602050781,0.00697636604309082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.011961698532104492,0.005979299545288086,0.95,1.0,0.875,1.0,1.0,1.0,0.9333333333333333,1.0
