,fit_time,score_time,test_accuracy,train_accuracy,test_precision,train_precision,test_recall,train_recall,test_f1,train_f1
0,0.001993417739868164,0.011960268020629883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.002988576889038086,0.00898432731628418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.0019927024841308594,0.0059757232666015625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,0.001993417739868164,0.005979776382446289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.001992940902709961,0.006978273391723633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
