,fit_time,score_time,test_accuracy,train_accuracy,test_precision,train_precision,test_recall,train_recall,test_f1,train_f1
0,0.0010001659393310547,0.021922826766967773,0.9,1.0,0.7777777777777778,1.0,1.0,1.0,0.875,1.0
1,0.0009975433349609375,0.01494741439819336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.0019927024841308594,0.014949321746826172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,0.0009946823120117188,0.016940593719482422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.0009968280792236328,0.0159454345703125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
