,fit_time,score_time,test_accuracy,train_accuracy,test_precision,train_precision,test_recall,train_recall,test_f1,train_f1
0,0.003984212875366211,0.011959314346313477,0.9,1.0,0.7777777777777778,1.0,1.0,1.0,0.875,1.0
1,0.0029914379119873047,0.017940998077392578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,0.003994464874267578,0.010965824127197266,0.95,1.0,0.875,1.0,1.0,1.0,0.9333333333333333,1.0
3,0.005980014801025391,0.017940044403076172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,0.0009963512420654297,0.012956380844116211,0.95,1.0,0.875,1.0,1.0,1.0,0.9333333333333333,1.0
